listingId,formattedCompany,comparable,delivery.state,delivery.latitude,delivery.longitude,delivery.city,numVehicles,vehicleOperable,wideLoad,pickup.state,pickup.latitude,pickup.longitude,pickup.city,price,truckMiles,rv,van,travel trailer,car,vehicles,atv,suv,pickup,other,motorcycle,heavy equipment,boat,total_weight
41327193,Auto Island Credit,True,AL,33.540737,-86.801371,birmingham,1,True,0,AL,33.405847,-86.952715,bessemer,250,17,0,0,0,0,0,0,0,0,1,0,0,0,
41469893,Prominence Motors LLC,True,AL,34.711400,-86.549321,Huntsville,1,True,0,AL,33.337626,-86.960735,Bessemer,80,125,0,0,0,1,0,0,0,0,0,0,0,0,3497
41464259,United Road Logistics LLC,True,AL,33.351416,-86.821528,hoover,1,True,0,AL,33.648641,-86.699286,birmingham,36,33,0,0,0,1,0,0,0,0,0,0,0,0,3497
41484261,United Road Logistics LLC,True,AL,34.759182,-86.689641,huntsville,1,True,0,AL,34.830274,-87.664543,florence,75,60,0,0,0,1,0,0,0,0,0,0,0,0,3497
41491190,Carsarrive Network Inc.,True,AL,33.309422,-86.764955,pelham,1,True,0,AL,33.421090,-86.783272,hoover,75,17,0,0,0,1,0,0,0,0,0,0,0,0,3497
41483920,Carsarrive Network Inc.,True,AL,33.351416,-86.821528,hoover,1,True,0,AL,34.606181,-86.545601,huntsville,115,113,0,0,0,1,0,0,0,0,0,0,0,0,3497
41498035,"Mercury Auto Transport, Inc.",True,AL,32.292881,-84.974062,fort mitchell,1,False,0,AL,34.759182,-86.689641,huntsville,125,255,0,0,0,1,0,0,0,0,0,0,0,0,3497
37115198,Auto Island Credit,True,AL,33.464529,-86.806566,birmingham,5,True,0,AL,30.808850,-88.178103,mobile,575,249,0,0,0,4,0,0,0,1,0,0,0,0,19988
41419636,United Road Logistics LLC,True,AL,33.603374,-86.494434,moody,1,False,0,AL,31.903154,-85.869093,troy,187,156,0,0,0,1,0,0,0,0,0,0,0,0,3497
41500201,"Manhattan Auto Transfer, Inc. / M A Trans ...",True,AL,32.570735,-85.575415,auburn,1,True,0,AL,33.110098,-87.552052,tuscaloosa,170,184,0,0,0,1,0,0,0,0,0,0,0,0,3497
41435130,Dynamic Auto,True,AR,35.921793,-90.535224,brookland,1,False,0,AL,33.462639,-87.092621,bessemer,150,315,0,0,0,0,0,0,0,1,0,0,0,0,6000
41483859,Brewster Hotshots,True,AR,34.603058,-92.491436,bryant,1,True,0,AL,34.149380,-86.747356,cullman,250,372,0,0,0,0,0,0,0,1,0,0,0,0,6000
41451021,Dynamic Auto,True,AR,35.921793,-90.535224,brookland,1,False,0,AL,32.252150,-86.208627,montgomery,150,417,0,0,0,0,0,0,0,1,0,0,0,0,6000
41497704,I Move Auto,True,AZ,33.665600,-112.354400,surprise,1,False,0,AL,34.367864,-85.567582,gaylesville,800,1763,0,0,0,0,0,0,0,0,1,0,0,0,
41454123,Wenzel Freight Brokerage Inc,True,AZ,33.456665,-111.812317,Mesa,1,True,0,AL,33.932792,-87.306653,Jasper,600,1640,0,0,0,1,0,0,0,0,0,0,0,0,3497
41454857,1st Class Auto Transportation Inc,True,AZ,33.370003,-112.035334,phoenix,1,False,0,AL,33.620913,-86.116838,lincoln,700,1741,0,0,0,0,0,0,0,0,1,0,0,0,
41219100,Passage Auto Transport,True,CA,34.169747,-118.122206,pasadena,1,True,0,AL,32.557826,-85.479864,auburn,700,2164,0,0,0,1,0,0,0,0,0,0,0,0,3497
41449475,"Mercury Auto Transport, Inc.",True,CA,33.749095,-117.993666,westminster,1,True,0,AL,33.351416,-86.821528,birmingham,700,2051,0,0,0,1,0,0,0,0,0,0,0,0,3497
41487132,Ironclad Auto Transport LLC,True,CA,34.424742,-118.410016,canyon country,1,True,0,AL,34.620893,-87.013675,decatur,640,1972,0,0,0,1,0,0,0,0,0,0,0,0,3497
41480449,ING Solutions,True,CA,39.544795,-122.266428,willows,1,True,0,AL,30.808850,-88.178103,eight mile,1100,2398,0,0,0,0,0,0,0,1,0,0,0,0,6000
41308306,"DIY Transport, Inc.",True,CA,38.014874,-121.911466,pittsburg,1,False,0,AL,31.368425,-85.869335,enterprise,800,2489,0,0,0,1,0,0,0,0,0,0,0,0,3497
41170942,Creative Rides Inc.,True,CA,33.875014,-118.240778,compton,1,False,0,AL,31.494984,-86.913842,evergreen,2000,2114,1,0,0,0,0,0,0,0,0,0,0,0,
41404928,Premium Auto Movers LLC,True,CA,34.104014,-117.292518,san bernardino,1,True,0,AL,32.292881,-84.974062,fort mitchell,801,2133,0,0,0,0,0,0,1,0,0,0,0,0,4259
41400823,Door to Door Transport,True,CA,34.104014,-117.292518,san bernardino,1,True,0,AL,32.292881,-84.974062,fort mitchell,700,2133,0,0,0,0,0,0,1,0,0,0,0,0,4259
41502914,Q Auto Transport LLC,True,CA,32.721120,-117.166986,san diego,1,True,0,AL,34.335984,-86.310172,guntersville,750,2071,0,0,0,1,0,0,0,0,0,0,0,0,3497
41269647,Total Car Shipping,True,CA,35.332147,-116.662336,fort irwin,1,True,0,AL,34.821601,-86.731102,harvest,950,1927,0,0,0,0,0,0,0,1,0,0,0,0,6000
41195614,Ford's Transportation Works,True,CA,33.875896,-117.993701,buena park,1,True,0,AL,34.759182,-86.689641,huntsville,800,2008,0,0,0,0,0,0,0,1,0,0,0,0,6000
41476099,Nation Auto Transport LLC,True,CA,33.791307,-118.318634,lomita,1,True,0,AL,34.759182,-86.689641,huntsville,780,2028,0,1,0,0,0,0,0,0,0,0,0,0,4500
41488474,BWT Group LLC,True,CA,38.817886,-121.276169,rocklin,1,True,0,AL,34.813620,-86.503450,huntsville,800,2333,0,0,0,0,0,0,1,0,0,0,0,0,4259
41358986,"FCC Logistics, Inc.",True,CA,33.875014,-118.240778,compton,1,True,0,AL,31.411345,-85.495512,midland city,750,2175,0,0,0,0,0,0,1,0,0,0,0,0,4259
41162485,Nationwide Transport Services LLC,True,CA,37.342165,-121.906775,san jose,1,True,0,AL,30.666570,-88.266256,mobile,1000,2348,0,0,0,0,0,0,1,0,0,0,0,0,4259
41443511,A1A Express Auto Shipping LLC,True,CA,37.949868,-122.540733,kentfield,1,True,0,AL,33.217817,-87.539787,tuscaloosa,825,2339,0,0,0,0,0,0,0,1,0,0,0,0,6000
41393623,Heartland Auto Shippers,True,CO,38.643180,-104.829924,colorado springs,1,True,0,AL,32.252150,-86.208627,montgomery,450,1432,0,0,0,1,0,0,0,0,0,0,0,0,3497
41496654,Rite Way Auto Transport  LLC,True,CO,38.277590,-104.644991,pueblo,1,True,0,AL,34.772352,-87.554916,muscle shoals,548,1208,0,0,0,1,0,0,0,0,0,0,0,0,3497
41373139,Vehicle Relocation Specialists Inc,True,CO,39.675748,-104.886004,denver,1,True,0,AL,30.783878,-88.271423,semmes,700,1393,0,0,0,1,0,0,0,0,0,0,0,0,3497
41429999,RoadRunner Auto Transport,True,FL,27.250705,-80.239969,jensen beach,1,True,0,AL,33.694836,-85.733730,anniston,300,647,0,0,0,1,0,0,0,0,0,0,0,0,3497
40891097,Bluemont Investment,True,FL,30.456169,-81.537453,jacksonville,1,True,0,AL,33.337626,-86.960735,bessemer,180,483,0,1,0,0,0,0,0,0,0,0,0,0,4500
41415600,The Motorsport Lab Inc.,False,FL,27.336400,-82.530800,Sarasota,1,True,0,AL,33.519260,-86.807546,Birmingham,700,595,0,0,0,1,0,0,0,0,0,0,0,0,3497
41448016,"DIY Transport, Inc.",True,FL,28.706389,-81.343062,longwood,4,False,0,AL,33.351416,-86.821528,birmingham,800,558,0,0,0,2,0,0,1,1,0,0,0,0,17253
41450160,RNR Logistics,True,FL,30.413881,-81.777983,jacksonville,1,False,0,AL,31.146161,-85.412448,dothan,250,261,0,0,0,1,0,0,0,0,0,0,0,0,3497
41503991,Maranatha Auto Carrier Inc.,False,FL,25.773900,-80.193700,miami,1,False,0,AL,30.808850,-88.178103,eight mile,350,735,0,0,0,0,0,0,1,0,0,0,0,0,4259
41504978,Best Deal Auto Shop Inc,True,FL,25.908307,-80.252466,opa locka,1,True,0,AL,30.808850,-88.178103,eight mile,300,730,0,0,0,1,0,0,0,0,0,0,0,0,3497
41450264,Dorado Logistics LLC,True,FL,25.852189,-80.206726,miami,1,True,0,AL,30.383821,-87.715678,foley,325,708,0,0,0,1,0,0,0,0,0,0,0,0,3497
41363385,LMR Auto Trans Brok,True,FL,27.810426,-81.986616,mulberry,1,False,0,AL,34.432986,-86.931126,hartselle,595,641,0,0,0,0,0,0,0,1,0,0,0,0,6000
41409149,Massrec LLC,True,FL,27.250109,-80.383096,port saint lucie,1,True,0,AL,34.759182,-86.689641,huntsville,250,780,0,0,0,1,0,0,0,0,0,0,0,0,3497
41225000,Direct Connect Auto Transport Inc.,True,FL,26.241801,-80.164602,pompano beach,1,True,0,AL,33.540920,-86.674476,irondale,350,719,0,0,0,0,0,0,1,0,0,0,0,0,4259
41398318,Qbic Freight Solutions LLC,True,FL,26.084586,-80.177016,fort lauderdale,1,True,0,AL,33.855077,-85.775960,jacksonville,450,747,0,0,0,1,0,0,0,0,0,0,0,0,3497
41496680,Carsarrive Network Inc.,True,FL,30.454597,-87.258345,pensacola,1,True,0,AL,30.665624,-88.103864,mobile,160,60,0,0,0,1,0,0,0,0,0,0,0,0,3497
41144662,Patriot Express Global,False,FL,30.338800,-81.671400,jacksonville,1,True,0,AL,31.499156,-87.329404,monroeville,150,408,0,0,0,0,0,0,0,0,0,1,0,0,651
41507218,Brumm Logistics Inc,True,FL,30.274794,-81.751056,jacksonville,1,True,0,AL,32.252150,-86.208627,montgomery,200,360,0,0,0,1,0,0,0,0,0,0,0,0,3497
41460962,All States Auto Transport Inc.,False,FL,25.773900,-80.193700,miami,1,False,0,AL,32.374400,-86.304300,montgomery,400,697,0,0,0,0,0,0,0,1,0,0,0,0,6000
41433809,Welch Automotive Group Inc,True,FL,26.069628,-80.224512,fort lauderdale,1,False,0,AL,33.603374,-86.494434,moody,300,769,0,0,0,1,0,0,0,0,0,0,0,0,3497
41502243,Truck Heavy Financial,True,FL,26.101490,-80.122776,fort lauderdale,1,True,0,AL,33.603374,-86.494434,moody,300,775,0,0,0,0,0,0,1,0,0,0,0,0,4259
41309389,Auto Shipping Group Inc.,True,FL,27.587240,-80.384540,vero beach,1,True,0,AL,33.412996,-88.038080,reform,300,699,0,0,0,0,0,0,1,0,0,0,0,0,4259
41507128,Roshan Motors Llc (prev. JAX Auto Sale),True,FL,30.344659,-81.734322,jacksonville,1,True,0,AL,34.662910,-86.988182,tanner,225,547,0,0,0,1,0,0,0,0,0,0,0,0,3497
41492743,United Road Logistics LLC,True,GA,33.995107,-83.706529,winder,1,True,0,AL,31.335360,-86.408769,andalusia,144,307,0,0,0,1,0,0,0,0,0,0,0,0,3497
41385348,J&S Affordable Auto Broker and Parts Deale...,True,GA,33.813800,-84.550292,mableton,1,False,0,AL,34.321754,-86.496857,arab,100,143,0,0,0,1,0,0,0,0,0,0,0,0,3497
41455257,"Baltic Auto Shipping, Inc",False,GA,32.082868,-81.137852,savannah,1,True,0,AL,34.765786,-87.108167,athens,150,491,0,0,0,0,0,0,0,0,0,1,0,0,651
41498604,Intertrade Inc,True,GA,32.082868,-81.137852,savannah,1,False,0,AL,34.815206,-86.887521,athens,250,490,0,0,0,1,0,0,0,0,0,0,0,0,3497
41506776,MetroGistics LLC,True,GA,31.518596,-84.038378,albany,1,True,0,AL,33.550306,-86.744878,birmingham,150,242,0,0,0,1,0,0,0,0,0,0,0,0,3497
41492525,United Road Logistics LLC,True,GA,33.621890,-84.521194,college park,1,False,0,AL,33.540920,-86.674476,birmingham,250,139,0,0,0,0,0,0,1,0,0,0,0,0,4259
41495431,Inshippers Inc.,True,GA,33.934362,-84.467211,marietta,1,True,0,AL,33.508576,-86.895308,birmingham,125,160,0,0,0,1,0,0,0,0,0,0,0,0,3497
41506151,Melat Karpurition,True,GA,32.292755,-81.231372,rincon,1,True,0,AL,33.540920,-86.674476,birmingham,200,380,0,0,0,1,0,0,0,0,0,0,0,0,3497
41505049,Willy Nelson & the Wagoneers LLC,False,GA,32.588132,-83.659343,warner robins,1,False,0,AL,33.519260,-86.807546,birmingham,250,256,0,0,0,0,0,0,0,1,0,0,0,0,6000
41508010,Jonaike Enterprises LLC,True,GA,33.706736,-84.379520,atlanta,1,True,0,AL,30.808850,-88.178103,eight mile,150,325,0,0,0,1,0,0,0,0,0,0,0,0,3497
41494478,Nasir Auto Sales LLC,True,GA,33.706736,-84.379520,atlanta,1,False,0,AL,30.808850,-88.178103,eight mile,140,325,0,0,0,1,0,0,0,0,0,0,0,0,3497
41491448,"Al-Shati Al-Azark Showroom, Sale & Export ...",True,GA,32.292755,-81.231372,rincon,1,True,0,AL,30.808850,-88.178103,eight mile,250,494,0,0,0,1,0,0,0,0,0,0,0,0,3497
41500254,MB Auto,True,GA,32.082868,-81.137852,savannah,1,False,0,AL,30.808850,-88.178103,eight mile,250,499,0,0,0,0,0,0,1,0,0,0,0,0,4259
41502241,Intertrade Inc,True,GA,32.082868,-81.137852,savannah,1,False,0,AL,30.808850,-88.178103,eight mile,250,499,0,0,0,1,0,0,0,0,0,0,0,0,3497
41505989,V&S Brothers Inc,True,GA,32.182094,-81.197620,port wentworth,1,False,0,AL,30.808850,-88.178103,eight mile,250,502,0,0,0,1,0,0,0,0,0,0,0,0,3497
41486379,ShipYourCarNow LLC,True,GA,34.001740,-83.350823,athens,1,True,0,AL,30.383821,-87.715678,foley,250,412,0,0,0,0,0,0,0,1,0,0,0,0,6000
41501349,United Road Logistics LLC,True,GA,33.642552,-84.446495,college park,1,True,0,AL,34.035866,-85.865917,gadsden,140,107,0,0,0,0,0,0,1,0,0,0,0,0,4259
41501350,United Road Logistics LLC,True,GA,33.642552,-84.446495,college park,1,True,0,AL,34.035866,-85.865917,gadsden,140,107,0,0,0,0,0,0,1,0,0,0,0,0,4259
41483998,United American Auto Transport,True,GA,34.108712,-84.637923,acworth,1,True,0,AL,32.707870,-87.616988,greensboro,100,240,0,0,0,1,0,0,0,0,0,0,0,0,3497
41507486,Nejoum Aljazeera,True,GA,32.292755,-81.231372,rincon,1,True,0,AL,31.365057,-85.316170,headland,270,308,0,0,0,1,0,0,0,0,0,0,0,0,3497
41434812,"Sims Waters & Associates, Inc",True,GA,32.182094,-81.197620,port wentworth,1,True,0,AL,34.640756,-85.720746,henagar,300,368,0,0,0,0,0,0,0,1,0,0,0,0,6000
